Name of Product,NSQ Result,Manufactured By,Reporting Source,Reporting by Lab/State,Batch No,Manufacturing Date,Expiry Date,Reporting Month & Year,Source
Erythromycin Stearate Tablets IP,Description,"Anrose Pharma, 147, Mauza-Sansiwala, Post-Barotiwala, Tehsil-Kasauli, Distt. Solan (H.P)",State Lab,"DTL, Puducherry",ATG5K933,11/1/2025,10/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ibuprofen And Paracetamol Tablets IP,Disintegration,"IBN Herbals (A unit of curetech formulation (P) Ltd) Khasara No. 63, Vill. Juddi Kalan, Baddi-173 205, Distt. Solan (H.P)",State Lab,"DTL, Puducherry",ISW24176,8/1/2024,7/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Loperamide Hydrochloride Tablets IP 2mg,Misbranded-Incorrect Labelling,"Gidsha Pharmaceuticals, Plot No. 611 612 , Mega GIDC, Kharedi, Dahod, 389151, Gujarat",State Lab,"DTL, Puducherry",GTE1588,5/1/2025,4/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets IP 650 mg,Dissolution,"Curetech Formulations (P) Ltd., Vill.Juddi,kalan,Baddi-173 205 Distt Solan (HP)",State Lab,"DTL, Puducherry",CAAL25054,12/1/2025,11/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ibuprofen and Paracetamol Tablets IP,The sample fails in the Test for Description,"Agron Remedies Pvt. Ltd. Sarverkhera, Moradabad Road, Kashipur-244713 (Uttarakhand)",State Lab,MDTL Kathua,TB251005,12/1/2025,11/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Diabit-GM,The sample fails in the Test for Description,"Bajaj Formulations Khasra No. 161, Village- Lakeshwary, Bhagwanpur, Roorkee, Distt. Haridwar (U.K)",State Lab,MDTL Kathua,T25F640A,6/1/2025,5/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
R Zara-DSR Capsules,SPURIOUS 1.The sample fails in the test for Identification & also the Assay contents of Rabeprazole Sodium IP & Domperidone IP are found NIL. 2.The sample is also found Misbranded as Sunset Yellow in the label needs to be mentioned Sunset Yellow FCF.,"Samay Pharma India Pvt. Ltd. Plot No. 34-35, Industrial Area, Trilokpur Road, Kala Amb, District Sirmour, Himachal Pradesh-173030",State Lab,MDTL Kathua,SC-05856,10/1/2025,9/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Albendazole Tablets IP 400mg,The sample does not conform to IP 2022 requirements w.r.t Dissolution Test,"Ravenbhel Healthcare Pvt.Ltd. 16-17,EPIP,SIDCO Kartholi,Baroi Brahmana,Jammu-181133",State Lab,"DTL,Dalgate Srinagar kashmir.",296725043,4/1/2025,3/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Esomeprazole Tablets IP,The sample does not conform to IP 2022 requirements w.r.t Dissolution Test,"Adwin Pharma , Vill Rampur Jattan, Trilokpur Road kala Amb Tehsil Nahan Distt .Sirmour (HP) 173030.",State Lab,"DTL,Dalgate Srinagar kashmir.",AYT070385,7/1/2025,6/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Dexamethasone sodium Phosphate Injection IP,The sample does not conform to IP 2022 requirements w.r.t Sterility Test,"Indo Gulf Pharmaceuticals 5.4 Km,Meerut Road,Muzaffarnagar-251003(UP)",State Lab,"DTL,Dalgate Srinagar kashmir.",DIH-227/10,10/1/2025,9/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ofloxacin 100mg, Ornidazole 2500mg & Loperamide 7.5mg Bolus IP","Assay of Ofloxacin, Ornidazole & Loperamide","DUTCH FORMULATIONS 32, Industrial Area Village Johron, Kala-Amb, Distt Sirmour H.P-173030",State Lab,CFDL Jammu,DF-1677,9/1/2025,8/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Terbutaline ,Ambroxol,Guaiphenesin and Levomenthol Syrup",The sample does not conform to claim with respect to the Assay of Levomenthol.,"Aglowmed Ltd.,51, Raipur, Roorkee - 247 661",CDSCO Labs,"CDL, Kolkata",S122509,12/1/2025,11/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Combi Pack of Vitamin C Injection I.P. With Methylcobalamin, Folic Acid & Niacinamide Injection","The sample does not conform to Manufacturer's Specification and IP with respect to test for pH, Particulate Matter and is also not of standard quality for the reason stated under Description.","Sunvet Pharma Pvt. Ltd.,Village-Upper Moginand, Nahan Road, Kala Amb. Distt. Sirmour -173030 (H.P.)",CDSCO Labs,"CDL, Kolkata",WZ-4817A&B,9/1/2025,2/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Disinfectant Fluid Black Phenolic Type Normal Grade-1,The sample does not conform to claim as per Drugs and Cosmetics Act - Schedule O and IS 1061:2017 with respect to Grade and Germicidal Value.,"Mittal Chemical Industries,G-1/9 Growth Centre, RIICO, Dholpur, Raj.",CDSCO Labs,"CDL, Kolkata",MCI040,6/1/2024,5/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Bromhexine Hydrochloride,Terbutaline Sulphate,Guaiphenesin & Menthol Syrup",The sample does not conform to claim as per Manufacturer method & specification in respect to the Assay of Menthol,"Rednex Pharmaceuticals Pvt. Ltd.,Survey No.586 & 231 NR, SKF Bearing, Bavla Bagdogra, NH-8A, Kerala, Tal. - Bavla, Ahmedabad-382220.",CDSCO Labs,"CDL, Kolkata",R02GL2529,1/1/2025,12/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Compound Sodium Lactate Injection Ip (Ringer Lactate Solution For Injection IP,The sample does not comply as per I.P. 2022 with respect to the BET,"Haseeb Pharmaceuticals Pvt. Ltd.,,Plot No.F9/14, 15, 16, MIDC, Nagpur- 440016.",CDSCO Labs,"RDTL, Guwahati",OM251102,11/1/2025,10/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Telmisartan Tablets IP 40mg,",The sample does not conform to claim as per IP 2022 and Addendum 2024 in respect to the Test of Dissolution,"Swiss Garnier Life Sciences NO. 21-23, Industrial Area, Mehatpur, Distt. UNA, Himachal Pradesh - 174315",CDSCO Labs,"RDTL, Chandigarh",384TTF055,5/1/2025,4/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Hyoscine Butylbromide Injection IP,The sample does not conform to claim as per IP 2022 in respect to the Test of Particulate matter.,"Himalaya Meditek Pvt. Ltd.,Plot No.: 35 & 36, Pharmacity, Selaqui Industrial Area, Dehradun-248 197",CDSCO Labs,"RDTL, Chandigarh",HLI591H,8/1/2025,7/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Doxylamine Succinate & Pyridoxine Hydrochloride Tablets,The sample received does not conform to Manufacturers specification with respect to the test for Thickness,"Maneesh Pharmaceuticals Ltd.,Village Balyana, Barotiwala, Tehsil Kasauli, Dist. Solan (H.P.) 174103.",CDSCO Labs,"CDTL, Mumbai",DXM2534,7/1/2025,6/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol, Phenylephrine Hydrochloride & Chlorpheniramine Maleate Suspension125mg/5mg/1mg (60ml)",The sample received does not conform to Manufacturers specification with respect to the test for Description and Assay of Phenyleprhine hydrochloride.,"Regent Ajanta Biotech,Kh. No. 86-87,Makhiyali Dundi,Peerpura Road, Delhi Highway Haridwar,Uttarakhand 247667",CDSCO Labs,"CDTL, Mumbai",PRL2501-03,1/1/2025,12/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sorbitol 70% IP (Non Crysallizing),"The sample received does not conform to IP 2022 specification with respect to the content of ethylene glycol impurity, which is exceeding permissible limit","Gujarat Ambuja Exports Limited,Sy No 153/1,154-1/2/3,Madli Cross P.B Road (NH-4),Village Hulsoggi 581205P.O Manakatti,TQ Shiggoan Dist Haveri/Karnataka",CDSCO Labs,"CDTL,Hyderabad",KA/017,8/1/2025,8/1/2030,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets BP 500mg,The sample received does not conform to b.p. 2025 specification with respect to the test for Dissolution,"Rathod Pharmachem Private Limited,Plot No.: 117, Pipaldhara, Gandevi-Kharel Road Ta.Gandevi, Dist. Navsari - 396430, Gujarat, India.",CDSCO Labs,"CDTL,Hyderabad",RHR069,12/1/2025,11/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Terbutaline Sulphate, Ambroxol Hydrochloride Guaiphenesin & Menthol Syrup,",The sample received does not conform to manufacturers specification with respect to the Description only.,"Saintlife Pharmaceuticals Ltd AN ISO-9001 2015/QMS Cert.Co WHO & GMP Certified Company,323,Central Hope-Town Industrial Area, Selaquil Dehradun -248011(U.K))",CDSCO Labs,"CDTL,Hyderabad",OL25629,9/1/2025,8/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Diclofenac Sodium & Paracetamol Tablets,The sample is not of standard quality with respect to the reason stated under Description.,"Taurus Life Sciences Ltd.,C-50, Gallops Industrial Park-II, Changodar Bavla Highway, Vasna-Chancharwadi, Dist. Ahmedabad-382213",CDSCO Labs,"CDTL,Indore",TL30162,1/1/2024,12/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Deflazacort Oral Suspension,The sample does not conform to claim as per Manufacture's Specification with respect to the Assay of Deflazacort.,"Janveda Healthceutical Pvt. Ltd.,26, Gopi Estate, Changodar, Ahmedabad-382213",CDSCO Labs,"CDTL,Indore",JLL2526,12/1/2025,11/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole & Domperidone Capsules IP,The sample does not conform to I.P. w.r.to the tests for Identification and Assay Spurious,"Aristo Pharmaceuticals Private Ltd., Vill Makhnumajra, P.O.- Bhud, Baddi, Dist. Solan (H.P.) -173205",State Lab,"SDTL, Assam",SPJ241197,9/1/2024,8/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefixime Tablets IP 200 mg,The sample does not conform to I.P. w.r.to the tests for Identification and Assay Spurious,"Alkem Health Science, A Unit of Alkem Laboratories Limited Unit-2, Samardung, Karek Block, P.O.- Namthang, Dist. Namchi, Sikkim-737137",State Lab,"SDTL, Assam",25460922,5/1/2025,4/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ofloxacin & Ornidazole Tablets IP,The sample does not conform to I.P. w.r.to the tests for Dissolution And Assay,"Medley Pharmaceuticals Ltd., Lane No- 3, Phase-1, SIDCO Industrial Complex, Bari Brahmana, Jammu-181133",State Lab,"SDTL, Assam",E50058,1/1/2025,12/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefpodoxime Tablets IP 200 Mg,The sample does not conform to I.P. w.r.to the tests for Identification and Assay Spurious,"Aristo Pharmaceuticals Private Ltd., Vill Makhnumajra, P.O.- Bhud, Baddi, Dist. Solan (H.P.) -173205",State Lab,"SDTL, Assam",BPA250167,1/1/2025,12/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Telmisartan & Amlodipine Tablets IP,The sample does not conform to I.P. w.r.to the tests for Identification and Assay Spurious,"Aristo Pharmaceuticals Private Ltd., Vill Makhnumajra, P.O.- Bhud, Baddi, Dist. Solan (H.P.) -173205",State Lab,"SDTL, Assam",BPF251519,6/1/2025,5/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Telmisartan Tablets IP 40 mg,The sample does not conform to I.P. w.r.to the tests for Dissolution & Assay,"Alembic Pharmaceuticals Ltd., Samardung Basti, Karek Block, Namthang Ilaka, Namchi, Sikkim-737126",State Lab,"SDTL, Assam",2513000079,8/1/2025,8/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Calcium & Vitamin D3 Tablets,The sample does not conform to I.P. w.r.to the tests for Dissolution & Assay,"Alkem Health Science, A Unit of Alkem Laboratories Limited Unit-2, Samardung, Karek Block, P.O.- Namthang, Dist. Namchi, Sikkim-737137",State Lab,"SDTL, Assam",24443315,9/1/2024,8/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"L-Carnitine, L- Tartarate ,Mecobalamin & Folic Acid Tablets","The sample does not conform to I.P. w.r.to the tests for Identification ,Assay and Dissolution Spurious","M/s: Mandkind Pharma Ltd., Doring Block, Bermiok Elaka, Dist. Namchi, Sikkim-737126",State Lab,"SDTL, Assam",B95Y032,3/1/2025,2/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets IP 500mg,The sample does not conform to I.P. w.r.to the tests for Dissolution.,"Pinnacle Klife Science Private Limited, At Khasra, No.63, Vill. Juddi Kalan. Baddi-173205, Distt. Solan(H.P.)",State Lab,"SDTL, Assam",IPCL25031,5/1/2025,4/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Telmisartan Tablets IP 40 Mg,The sample does not conform to I.P. w.r.to the tests for Dissolution.,"Bennet Pharmaceuticals Limited, Vill.ChanalMajra, NR. Manpura, Bdadi, Tal. Nalagarh, Distt. Solan(H.P.) 173205",State Lab,"SDTL, Assam",BPLT-25104,5/1/2025,4/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol, Phenyephrine hydrochloride, Chlorpheniramine Maleate, Sodium Citrate & Menthol Suspension",Phenyephrine hydrochloride content,"True Life Pharma Pvt. Ltd., 18,19, Shyam Estate, Santej- Khatraj Raod,Santej, Ta.: Kalol, Dist.: Gandhinagar-382721.",State Lab,"FDL, Vadodara",241175,11/1/2024,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Levosalbutamol, Ambroxol & Guaiphenesin Syrup",Guaiphenesin Content,"Tuttsan Pharma Pvt. Ltd., Plot No. 10, Block No. 58, At & Post :Khatraj, Ta.: Kalol, Dist. : Gandhinagar.",State Lab,"FDL, Vadodara",L25071,11/1/2024,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Dextromethorphan hydrobromide, phenylephrine hydrochloride & Chlorpheniramine Maleate Syrup",Microbial Contamination (Total Aerobic Viable Count),"KNM Pharma Pvt. Ltd., 13, Mahagujarat Industrial Estate, opp. Nova Petrochemicals Limnited., Moraiya, Ta.: Sanand, Dist.: Ahmedabad, Gujarat",State Lab,"FDL, Vadodara",L 24371,11/1/2024,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Dextromethorphan hydrobromide, phenylephrine hydrochloride & Chlorpheniramine Maleate Syrup",Microbial Contamination (Total Aerobic Viable Count),"KNM Pharma Pvt. Ltd., 13, Mahagujarat Industrial Estate, opp. Nova Petrochemicals Limnited., Moraiya, Ta.: Sanand, Dist.: Ahmedabad, Gujarat",State Lab,"FDL, Vadodara",L 24326,11/1/2024,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Nifedipine Sustained Released Tablet IP,Dissolution,"Nabros Pharma Pvt. Ltd., NH No. 8, Kheda-387411",State Lab,"FDL, Vadodara",NR019,11/1/2024,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Enteric Coated Rabeprazole Sodium 20 mg & Domperidone Sustained Release 30 mg Capsules,Rabeprazole Sodium Content,"Inventia Healthcare Limited., F1-F1/1, Additional Ambernath, MIDC, Ambernath (East), Dist.: Thane-421506.",State Lab,"FDL, Vadodara",404F004,11/1/2024,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefuroxime Axetil Tablets I.P.,Assay,Shri Sai Balaji Pharmatech Pvt Ltd. 20 Ext HPSIDC Ind. Area Baddi H.P.,State Lab,DTL Baddi Distt. Solan HP,SSTG25503,1/1/2026,12/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sodium Bicarbonate Enteric Coated Tablets 500 mg,The sample does not confirm to claim as per Patent & Proprietory in respect to the Disintegration Test.,"Supermax Drugs & Pharmaceuticals Pvt. Ltd.(Unit-II) Khasra No.322, Nanheda, Anantpur, Bhagwanpur, Roorkee-247668 Distt. Haridwar, Uttarakhand",State Lab,DTL Baddi,STG-250674,1/1/2025,1/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Calamine Lotion,Assay for Calamine (Zinc Oxide) and Liquid Paraffin,"Medivin (India) Pharma Lab,#51/1,Ramaiahana Palya,Thagachaguppe, Kumbalagodu Post,Bengaluru-560074",State Lab,"DTL, Bengaluru, Karnataka",21,12/1/2024,11/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ketoconazole Tablets IP 200 mg,Description,"Admed Pharma Pvt. Ltd., Plot No.87, HPSIDC, Industrial Area, Baddi, Distt. Solan, HP-173205",State Lab,"DTL, Bengaluru, Karnataka",AD00112001,1/1/2025,12/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ramipril Tablets IP 2.5 mg,Test for Dissolution and Assay for Ramipril,"Ravian Life Sciences Pvt. Ltd., Plot No.34, Sector-8A,IIE, SIDCUL, Haridwar-249403 (Uttarakhand)",State Lab,"DTL, Bengaluru, Karnataka",BPRA25002,4/1/2025,3/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Loperamide Hydrochloride Capsules I.P,Dissolution Test,"Supercure Biotech Pvt. Ltd., (An ISO 9001:2015 Certified Company) Plot No-99/4/1, Friends Colony, G.T road Kundli, Haryana, India",State Lab,"DTL, Bengaluru, Karnataka",C-2127,12/1/2024,11/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Montelukast Sodium and Levocetirizine Dihydrochloride Syrup,Assay for Montelukast,"Seejar Pharmaceuticalls, Plot No.5, Survey No.198, Paiki-1/Paiki-2/Paiki-1, B/H CCL Factory, NR. Gokuldham Godown, Budasan, TA. Kadi, Dist. Mehsana-382715",State Lab,"DTL, Bengaluru, Karnataka",SP25990,10/1/2025,9/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Calcium and Vitamin D3 Tablets IP,Assay for Vitamin D3,"Hanuchem Laboratories, Plot No.15-16-17, Sector-5, Industrial Area-Parwanoo, Distt, Solan-173220 (H.P)",State Lab,"DTL, Bengaluru, Karnataka",HCL5154,4/1/2025,3/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefixime & Potassium Clavulanate Tablets,Assay for Clavulanic acid,"Mayer Lab, Chambaghat, Adjacent to Railway Crossing, District Solan (H.P)-173213",State Lab,"DTL, Bengaluru, Karnataka",MYRTAB-971,3/1/2025,10/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Levocetirizine Hydrochloride and Montelukast Sodium Tablets IP (5 mg/10 mg),Description,"Ravenbhel Healthcare Pvt. Ltd., 16-17, EPIP, SIDCO, Kartholi Bari Brahmana, Jammu-181133",State Lab,"DTL, Bengaluru, Karnataka",310225017,5/1/2025,4/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sodium Chloride (0.9% w/v) & Dextrose (5%w/v) Injection IP,Test for Sterility,"Promea Therapeutics Private Limited, Plot No. M4, Medical Device Park, Sultanpur (V). Ameenpur (M), Sangareddy (Dist), Telangana-502319",State Lab,"DTL, Bengaluru, Karnataka",PT25DNS2148C,11/1/2025,10/1/2028,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cetirizine Hydrochloride Tablets I.P. 10mg,Description,"Lannett Pharmaceuticals Pvt. Ltd., Plot No. D-8C & D-8D, Sigaddi Geowth Centre, SIDCUL Industrial Area, Kotdwar-246149 (UK)",State Lab,"DTL, Bengaluru, Karnataka",LPT2425300,2/1/2025,1/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Flunixin Meglumine Injection 50mg/ml,Description,"Agron Remedies Pvt. Ltd. Sarverkhera, Moradabad Road, Kashipur-244713 (Uttarakhand)",State Lab,"DTL, Bengaluru, Karnataka",AFM-02,10/1/2025,9/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Oxetacaine, Dried Aluminium Hydroxide gel & Magnesium Hydroxide oral Suspension","Assay for Oxetacaine, Dried Aluminium Hydroxide gel & Magnesium Hydroxide","Seejar Pharmaceuticals, Plot No.5, Survey No. 198, Paiki-1/Paiki-2/Paiki-1,B/H CCL Fctory, NR. Gokuldham Godown, Budasan, TA. KADI Dist. Mehsana-382715",State Lab,"DTL, Bengaluru, Karnataka",SP25411,5/1/2025,4/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Aceclofenac, Paracetamol and Serratiopeptidase Tablets",Assay for Serratiopeptidase,"Cartel Laboratories, An ISO 9001: 2015 & GMP Certified Company Plot No.10/A & 11/A, Chengicherla, Medchal-Malkajgiri Dist. Hyderabad-92",State Lab,"DTL, Bengaluru, Karnataka",C24T140E,1/1/2025,12/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Aspirin Gastro-Resistant Tablets IP 75mg,"The Sample fails the test 'Descriptive Part, Dissolution, Salicylic Acid and Assay as per IP","Unicure India Ltd, C-21,22&23, Sector-3, Noida- 201 301, Distt.Gautam Budh Nagar (UP)",State Lab,DTL Thiruvananthapuram,ANET1243,5/1/2024,4/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Glimepiride Tablets IP,The sample fails the test 'Dissolution' as per IP,"Avalon Medicines Pvt. Ltd., Plot No.1271, Phase I, Sector 38, HSIIDC, RAI, Sonepat-131029 (HR)",State Lab,DTL Thiruvananthapuram,AMT-2153,9/1/2025,8/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Methyl Prednisolone Tablets IP 4mg,The sample fails the test 'Dissolution' as per IP,"Bymaa Laboratories Private Limited, A-19,20,21&22, Electronic Park, PIPDIC Industrial Estate, Thirubhuvanai, Puducherry- 605107",State Lab,DTL Thiruvananthapuram,B2508249B,8/1/2025,7/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sitagliptin & Metformin Prolonged-Release Tablets BP,The sample does not conform to B.P. with respect to the Assay of Sitagliptin.,"Exemed Pharmaceuticals,Plot No. 133/1 & 133/2, G.I.D.C., Selvas Road, Vapi-396195, Dist. Valsad, INDIA",CDSCO Labs,"CDL, Kolkata",AXC0111,7/1/2025,6/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin & Potassium Clavulanate Tablets IP,The content of Amoxycillin in the sample is less(i.e.49.79% of stated amount) and the content of clavulanic acid in the sample is less (i.e.6.56% of the stated amount) than IP limit. (IP Limit-Not less than 90% and Not more than 120% of stated amount) The content of Clavulanic Acid in the sample is less (i.e 29.38% of stated amount ) than the IP limit (IP limit not less than 80% of sated amount) 2. The sample does not comply with IP requirements for the Dissolution test of Amoxicillin and Clavulanic Acid,"Plot No. 20, Ext. HPSIDC Ind Area, Baddi, Dist. Solan HP-173205",State Lab,"FDAL, Maharashtra",ABT25223,8/1/2025,1/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rabeprazole Sodium Tablets,Dissolution test under acid & Buffer stage,"Oaksun Lifesciences, Plot No. 36,37,38,46&47, Chengicherla (V) Medipally (M), Medchal - Malkajigiri (Dist.) T.S.-500092",State Lab,"SDT&RL, Bhubaneswar",T24.398,8/1/2024,7/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole Sodium Tablets 40 mg,Dissolution (buffer stage),"Oaksun Lifesciences, Plot No. 36,37,38,46&47, Chengicherla (V) Medipally (M), Medchal - Malkajigiri (Dist.) T.S.-500092",State Lab,"SDT&RL, Bhubaneswar",T24.240,5/1/2024,4/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cyproheptadine Hydrochloride Syrup I.P.,Content of Cyproheptadine HCI,"Sresan Pharmaceutical Manufacturer 787, Bangalore Highways, Sunguvarchatiram, Kancheepuram Dist-602106",State Lab,"SDT&RL, Bhubaneswar",SR-086,12/1/2024,11/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ramipril Tablets I.P. 1.25mg,Content of Ramipril & Dissolution test,"Nexkem Pharmaceuticals Pvt. Ltd., Khasra No.-69-70, Khatakheri, Bhagwanpur, Roorke-247667, Haridwar (U.K.)",State Lab,"SDT&RL, Bhubaneswar",MLS-24943,10/1/2025,9/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ferrous Ascorbate and Folic Acid Tablet,"1. Assay for Elemental Iron Does not complies as per IP 2022. 2. In the compostion the label should be mentioned as Ferrous Ascorbate and Folic Acid IP. But the label is mentioned as only Ferrous Ascorbate and Folic Acid. The letters IP is not mentioned on the strip. 3. In the compostion it should be mentioned as Ferrous Ascrobate equivalent to Elemental Iron, but it is labelled as only Ferrous Ascorbate 100 mg.","Nuvista Pharmaceuticals Pvt.Ltd, Plot No. 48, Phase-II, IDA, Mallapur, Medchal, Malkajgiri, Hyderabad - 76 Telangana.",State Lab,"State Lab, DCL, Telangana",NAC25006,11/1/2025,10/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Albendazole Tablets IP,The sample does not conform to the IP with respect to Dissolution.,"Affy Parenterals, Vill. Gullerwala, P.O. Baddi, Distt. Solan-173205 (HP)",State Lab,DTL Jaipur,PGT24427,7/1/2024,6/1/2027,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cefpodoxine Proxetil Tablets IP,The sample does not conform to the IP as it does not contain Cefpodoxime (Nil),"VADSP PHARMACEUTICALS, Plot No.: 124, E.P.I.P. Ind. Area Phase-1, Jharmajri, Baddi (H.P.) 174103.",State Lab,DTL Jaipur,VT242312,12/1/2024,11/1/2026,Apr-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
